num 	nn0 	nn0 	degrad_value 
714 	0.555427378 	0.555427378 	5.258e-02 	
203 	0.5565026074 	0.5565026074 	5.228e-02 	
1664 	0.5457212319 	0.5457212319 	5.535e-02 	
1538 	0.5542474236 	0.5542474236 	5.291e-02 	
1432 	0.5605378658 	0.5605378658 	5.117e-02 	
118 	0.5598100546 	0.5598100546 	5.137e-02 	
1646 	0.5575947412 	0.5575947412 	5.197e-02 	
1891 	0.5675685229 	0.5675685229 	4.930e-02 	
29 	0.5702478411 	0.5702478411 	4.860e-02 	
1289 	0.5475471628 	0.5475471628 	5.482e-02 	
936 	0.5706299024 	0.5706299024 	4.850e-02 	
359 	0.5719976458 	0.5719976458 	4.815e-02 	
890 	0.5640781537 	0.5640781537 	5.022e-02 	
1840 	0.5603471038 	0.5603471038 	5.122e-02 	
1873 	0.5758883618 	0.5758883618 	4.717e-02 	
1919 	0.5773242948 	0.5773242948 	4.681e-02 	
1252 	0.5864410633 	0.5864410633 	4.460e-02 	
969 	0.5609235317 	0.5609235317 	5.107e-02 	
1850 	0.6068768532 	0.6068768532 	4.002e-02 	
1016 	0.6010629125 	0.6010629125 	4.127e-02 	
1583 	0.5873752974 	0.5873752974 	4.438e-02 	
1747 	0.5805017337 	0.5805017337 	4.603e-02 	
1793 	0.59472208 	0.59472208 	4.269e-02 	
1381 	0.5852415691 	0.5852415691 	4.489e-02 	
1126 	0.6109118162 	0.6109118162 	3.917e-02 	
1456 	0.6457888322 	0.6457888322 	3.256e-02 	
412 	0.634896128 	0.634896128 	3.450e-02 	
155 	0.6666853796 	0.6666853796 	2.914e-02 	
