num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1409 	5.5e-09  	85817.71715 	466.826 mV             	3.18282 mA      	631.416 mV        	2.69307 mA   
557 	5.5e-09  	85857.55082 	466.826 mV             	3.18282 mA      	631.399 mV        	2.69314 mA   
202 	5.5e-09  	85817.10364 	466.826 mV             	3.18282 mA      	631.416 mV        	2.69307 mA   
680 	5.5e-09  	85824.42187 	466.826 mV             	3.18282 mA      	631.413 mV        	2.69308 mA   
1475 	5.5e-09  	85901.98942 	466.826 mV             	3.18282 mA      	631.379 mV        	2.69321 mA   
711 	5.5e-09  	85877.35796 	466.826 mV             	3.18282 mA      	631.39 mV        	2.69317 mA   
1617 	5.5e-09  	85874.93457 	466.826 mV             	3.18282 mA      	631.391 mV        	2.69316 mA   
1721 	5.5e-09  	85857.8526 	466.826 mV             	3.18282 mA      	631.399 mV        	2.69314 mA   
1622 	5.5e-09  	85923.98167 	466.826 mV             	3.18282 mA      	631.37 mV        	2.69324 mA   
334 	5.5e-09  	85861.8706 	466.826 mV             	3.18282 mA      	631.397 mV        	2.69314 mA   
1128 	5.5e-09  	85896.44071 	466.826 mV             	3.18282 mA      	631.382 mV        	2.6932 mA   
67 	5.5e-09  	85892.77333 	466.826 mV             	3.18282 mA      	631.383 mV        	2.69319 mA   
1990 	5.5e-09  	85894.33349 	466.826 mV             	3.18282 mA      	631.383 mV        	2.6932 mA   
624 	5.5e-09  	85926.64825 	466.826 mV             	3.18282 mA      	631.369 mV        	2.69325 mA   
34 	5.5e-09  	85927.23822 	466.826 mV             	3.18282 mA      	631.369 mV        	2.69325 mA   
736 	5.5e-09  	85878.35834 	466.826 mV             	3.18282 mA      	631.39 mV        	2.69317 mA   
1636 	5.5e-09  	85948.97851 	466.826 mV             	3.18282 mA      	631.359 mV        	2.69328 mA   
37 	5.5e-09  	86011.43094 	466.826 mV             	3.18282 mA      	631.332 mV        	2.69339 mA   
1915 	5.5e-09  	85957.74373 	466.826 mV             	3.18282 mA      	631.355 mV        	2.6933 mA   
1244 	5.5e-09  	86043.56193 	466.826 mV             	3.18282 mA      	631.318 mV        	2.69344 mA   
261 	5.5e-09  	86113.58608 	466.826 mV             	3.18282 mA      	631.288 mV        	2.69355 mA   
1445 	5.5e-09  	86124.69699 	466.826 mV             	3.18282 mA      	631.283 mV        	2.69357 mA   
243 	5.5e-09  	86133.98981 	466.826 mV             	3.18282 mA      	631.279 mV        	2.69358 mA   
553 	5.5e-09  	86133.9111 	466.826 mV             	3.18282 mA      	631.279 mV        	2.69358 mA   
1395 	5.5e-09  	86138.2911 	466.826 mV             	3.18282 mA      	631.277 mV        	2.69359 mA   
781 	5.5e-09  	86174.52374 	466.826 mV             	3.18282 mA      	631.261 mV        	2.69365 mA   
1748 	5.5e-09  	86204.22563 	466.826 mV             	3.18282 mA      	631.249 mV        	2.6937 mA   
1442 	5.5e-09  	86268.49567 	466.826 mV             	3.18282 mA      	631.221 mV        	2.6938 mA   
1771 	5.5e-09  	86245.02721 	466.826 mV             	3.18282 mA      	631.231 mV        	2.69376 mA   
1951 	5.5e-09  	86162.82541 	466.826 mV             	3.18282 mA      	631.266 mV        	2.69363 mA   
1356 	5.5e-09  	86225.02263 	466.826 mV             	3.18282 mA      	631.24 mV        	2.69373 mA   
1114 	5.5e-09  	86147.05094 	466.826 mV             	3.18282 mA      	631.273 mV        	2.69361 mA   
957 	5.5e-09  	86279.29453 	466.826 mV             	3.18282 mA      	631.216 mV        	2.69382 mA   
1905 	5.5e-09  	86210.22119 	466.826 mV             	3.18282 mA      	631.246 mV        	2.69371 mA   
1762 	5.5e-09  	86329.81403 	466.826 mV             	3.18282 mA      	631.194 mV        	2.6939 mA   
1461 	5.5e-09  	86270.19967 	466.826 mV             	3.18282 mA      	631.22 mV        	2.6938 mA   
999 	5.5e-09  	86353.66084 	466.826 mV             	3.18282 mA      	631.184 mV        	2.69394 mA   
1334 	5.5e-09  	86303.80132 	466.826 mV             	3.18282 mA      	631.205 mV        	2.69386 mA   
1107 	5.5e-09  	86349.27717 	466.826 mV             	3.18282 mA      	631.186 mV        	2.69393 mA   
1860 	5.5e-09  	86333.61473 	466.826 mV             	3.18282 mA      	631.193 mV        	2.69391 mA   
149 	5.5e-09  	86364.11157 	466.826 mV             	3.18282 mA      	631.179 mV        	2.69396 mA   
1329 	5.5e-09  	86347.929 	466.826 mV             	3.18282 mA      	631.186 mV        	2.69393 mA   
1251 	5.5e-09  	86368.75494 	466.826 mV             	3.18282 mA      	631.177 mV        	2.69396 mA   
1995 	5.5e-09  	86391.66932 	466.826 mV             	3.18282 mA      	631.168 mV        	2.694 mA   
669 	5.5e-09  	86373.9417 	466.826 mV             	3.18282 mA      	631.175 mV        	2.69397 mA   
1677 	5.5e-09  	86430.06506 	466.826 mV             	3.18282 mA      	631.151 mV        	2.69406 mA   
348 	5.5e-09  	86412.91619 	466.826 mV             	3.18282 mA      	631.158 mV        	2.69404 mA   
1532 	5.5e-09  	86449.91097 	466.826 mV             	3.18282 mA      	631.142 mV        	2.69409 mA   
954 	5.5e-09  	86469.48624 	466.826 mV             	3.18282 mA      	631.134 mV        	2.69413 mA   
456 	5.5e-09  	86525.19593 	466.826 mV             	3.18282 mA      	631.11 mV        	2.69422 mA   
767 	5.5e-09  	86483.83613 	466.826 mV             	3.18282 mA      	631.128 mV        	2.69415 mA   
891 	5.5e-09  	86471.05503 	466.826 mV             	3.18282 mA      	631.133 mV        	2.69413 mA   
1744 	5.5e-09  	86543.82537 	466.826 mV             	3.18282 mA      	631.102 mV        	2.69425 mA   
1132 	5.5e-09  	86542.95854 	466.826 mV             	3.18282 mA      	631.102 mV        	2.69424 mA   
543 	5.5e-09  	86553.12615 	466.826 mV             	3.18282 mA      	631.098 mV        	2.69426 mA   
904 	5.5e-09  	86559.37722 	466.826 mV             	3.18282 mA      	631.095 mV        	2.69427 mA   
332 	5.5e-09  	86550.06973 	466.826 mV             	3.18282 mA      	631.099 mV        	2.69426 mA   
1112 	5.5e-09  	86577.79095 	466.826 mV             	3.18282 mA      	631.087 mV        	2.6943 mA   
1406 	5.5e-09  	86609.55993 	466.826 mV             	3.18282 mA      	631.074 mV        	2.69435 mA   
1692 	5.5e-09  	86631.99459 	466.826 mV             	3.18282 mA      	631.064 mV        	2.69439 mA   
642 	5.5e-09  	86641.51681 	466.826 mV             	3.18282 mA      	631.06 mV        	2.6944 mA   
437 	5.5e-09  	86629.84255 	466.826 mV             	3.18282 mA      	631.065 mV        	2.69438 mA   
758 	5.5e-09  	86747.16098 	466.826 mV             	3.18282 mA      	631.015 mV        	2.69457 mA   
73 	5.5e-09  	86742.96859 	466.826 mV             	3.18282 mA      	631.016 mV        	2.69457 mA   
1910 	5.5e-09  	86638.92289 	466.826 mV             	3.18282 mA      	631.061 mV        	2.6944 mA   
708 	5.5e-09  	86748.26224 	466.826 mV             	3.18282 mA      	631.014 mV        	2.69457 mA   
592 	5.5e-09  	86750.24641 	466.826 mV             	3.18282 mA      	631.013 mV        	2.69458 mA   
1200 	5.5e-09  	86571.63715 	466.826 mV             	3.18282 mA      	631.09 mV        	2.69429 mA   
1627 	5.5e-09  	86801.68333 	466.826 mV             	3.18282 mA      	630.991 mV        	2.69466 mA   
1023 	5.5e-09  	86627.26884 	466.826 mV             	3.18282 mA      	631.066 mV        	2.69438 mA   
628 	5.5e-09  	86804.39315 	466.826 mV             	3.18282 mA      	630.99 mV        	2.69466 mA   
423 	5.5e-09  	86838.12675 	466.826 mV             	3.18282 mA      	630.976 mV        	2.69472 mA   
1195 	5.5e-09  	86771.67302 	466.826 mV             	3.18282 mA      	631.004 mV        	2.69461 mA   
78 	5.5e-09  	86872.52868 	466.826 mV             	3.18282 mA      	630.961 mV        	2.69477 mA   
1373 	5.5e-09  	86910.45505 	466.826 mV             	3.18282 mA      	630.945 mV        	2.69483 mA   
1419 	5.5e-09  	86909.83437 	466.826 mV             	3.18282 mA      	630.945 mV        	2.69483 mA   
1594 	5.5e-09  	86886.52364 	466.826 mV             	3.18282 mA      	630.955 mV        	2.6948 mA   
218 	5.5e-09  	86913.10939 	466.826 mV             	3.18282 mA      	630.943 mV        	2.69484 mA   
613 	5.5e-09  	86871.50615 	466.826 mV             	3.18282 mA      	630.961 mV        	2.69477 mA   
161 	5.5e-09  	86868.34162 	466.826 mV             	3.18282 mA      	630.963 mV        	2.69477 mA   
1705 	5.5e-09  	86911.74964 	466.826 mV             	3.18282 mA      	630.944 mV        	2.69484 mA   
666 	5.5e-09  	86963.99156 	466.826 mV             	3.18282 mA      	630.922 mV        	2.69492 mA   
1818 	5.5e-09  	86914.28947 	466.826 mV             	3.18282 mA      	630.943 mV        	2.69484 mA   
1597 	5.5e-09  	86985.83475 	466.826 mV             	3.18282 mA      	630.912 mV        	2.69495 mA   
1370 	5.5e-09  	86998.374 	466.826 mV             	3.18282 mA      	630.907 mV        	2.69498 mA   
11 	5.5e-09  	87006.75675 	466.826 mV             	3.18282 mA      	630.903 mV        	2.69499 mA   
982 	5.5e-09  	87064.00381 	466.826 mV             	3.18282 mA      	630.879 mV        	2.69508 mA   
837 	5.5e-09  	87039.8206 	466.826 mV             	3.18282 mA      	630.889 mV        	2.69504 mA   
1262 	5.5e-09  	87032.46805 	466.826 mV             	3.18282 mA      	630.892 mV        	2.69503 mA   
940 	5.5e-09  	87063.05626 	466.826 mV             	3.18282 mA      	630.879 mV        	2.69508 mA   
1199 	5.5e-09  	87010.27707 	466.826 mV             	3.18282 mA      	630.902 mV        	2.69499 mA   
1060 	5.5e-09  	87069.65753 	466.826 mV             	3.18282 mA      	630.876 mV        	2.69509 mA   
834 	5.5e-09  	87086.24056 	466.826 mV             	3.18282 mA      	630.869 mV        	2.69512 mA   
1766 	5.5e-09  	87091.14466 	466.826 mV             	3.18282 mA      	630.867 mV        	2.69512 mA   
875 	5.5e-09  	87087.55062 	466.826 mV             	3.18282 mA      	630.869 mV        	2.69512 mA   
16 	5.5e-09  	87113.59883 	466.826 mV             	3.18282 mA      	630.858 mV        	2.69516 mA   
587 	5.5e-09  	87130.4867 	466.826 mV             	3.18282 mA      	630.851 mV        	2.69519 mA   
1544 	5.5e-09  	87140.85519 	466.826 mV             	3.18282 mA      	630.846 mV        	2.6952 mA   
221 	5.5e-09  	87154.92677 	466.826 mV             	3.18282 mA      	630.84 mV        	2.69523 mA   
2 	5.5e-09  	87185.83559 	466.826 mV             	3.18282 mA      	630.827 mV        	2.69527 mA   
1639 	5.5e-09  	87191.89179 	466.826 mV             	3.18282 mA      	630.824 mV        	2.69528 mA   
361 	5.5e-09  	87180.89689 	466.826 mV             	3.18282 mA      	630.829 mV        	2.69527 mA   
1710 	5.5e-09  	87204.88159 	466.826 mV             	3.18282 mA      	630.819 mV        	2.6953 mA   
1863 	5.5e-09  	87221.55028 	466.826 mV             	3.18282 mA      	630.812 mV        	2.69533 mA   
515 	5.5e-09  	87209.12001 	466.826 mV             	3.18282 mA      	630.817 mV        	2.69531 mA   
977 	5.5e-09  	87236.48333 	466.826 mV             	3.18282 mA      	630.805 mV        	2.69536 mA   
1746 	5.5e-09  	87242.94658 	466.826 mV             	3.18282 mA      	630.803 mV        	2.69537 mA   
1877 	5.5e-09  	87111.87852 	466.826 mV             	3.18282 mA      	630.858 mV        	2.69516 mA   
631 	5.5e-09  	87139.6244 	466.826 mV             	3.18282 mA      	630.847 mV        	2.6952 mA   
1980 	5.5e-09  	87192.74579 	466.826 mV             	3.18282 mA      	630.824 mV        	2.69529 mA   
6 	5.5e-09  	87256.14937 	466.826 mV             	3.18282 mA      	630.797 mV        	2.69539 mA   
1555 	5.5e-09  	87266.80433 	466.826 mV             	3.18282 mA      	630.792 mV        	2.6954 mA   
610 	5.5e-09  	87259.14028 	466.826 mV             	3.18282 mA      	630.796 mV        	2.69539 mA   
1424 	5.5e-09  	87311.28922 	466.826 mV             	3.18282 mA      	630.773 mV        	2.69547 mA   
420 	5.5e-09  	87292.17695 	466.826 mV             	3.18282 mA      	630.782 mV        	2.69544 mA   
447 	5.5e-09  	87365.39511 	466.826 mV             	3.18282 mA      	630.75 mV        	2.69556 mA   
753 	5.5e-09  	87335.73822 	466.826 mV             	3.18282 mA      	630.763 mV        	2.69551 mA   
1046 	5.5e-09  	87402.31174 	466.826 mV             	3.18282 mA      	630.735 mV        	2.69562 mA   
1096 	5.5e-09  	87418.29088 	466.826 mV             	3.18282 mA      	630.728 mV        	2.69564 mA   
1821 	5.5e-09  	87449.87862 	466.826 mV             	3.18282 mA      	630.714 mV        	2.69569 mA   
526 	5.5e-09  	87360.68149 	466.826 mV             	3.18282 mA      	630.752 mV        	2.69555 mA   
1929 	5.5e-09  	87496.74106 	466.826 mV             	3.18282 mA      	630.694 mV        	2.69577 mA   
506 	5.5e-09  	87354.00631 	466.826 mV             	3.18282 mA      	630.755 mV        	2.69554 mA   
1832 	5.5e-09  	87527.80984 	466.826 mV             	3.18282 mA      	630.681 mV        	2.69582 mA   
232 	5.5e-09  	87495.22988 	466.826 mV             	3.18282 mA      	630.695 mV        	2.69577 mA   
1087 	5.5e-09  	87560.98668 	466.826 mV             	3.18282 mA      	630.667 mV        	2.69587 mA   
1122 	5.5e-09  	87382.17439 	466.826 mV             	3.18282 mA      	630.743 mV        	2.69559 mA   
1063 	5.5e-09  	87577.81131 	466.826 mV             	3.18282 mA      	630.66 mV        	2.6959 mA   
996 	5.5e-09  	87611.15935 	466.826 mV             	3.18282 mA      	630.646 mV        	2.69595 mA   
240 	5.5e-09  	87653.34647 	466.826 mV             	3.18282 mA      	630.628 mV        	2.69602 mA   
591 	5.5e-09  	87593.06315 	466.826 mV             	3.18282 mA      	630.654 mV        	2.69592 mA   
702 	5.5e-09  	87580.30956 	466.826 mV             	3.18282 mA      	630.659 mV        	2.6959 mA   
366 	5.5e-09  	87702.8979 	466.826 mV             	3.18282 mA      	630.607 mV        	2.6961 mA   
698 	5.5e-09  	87701.04199 	466.826 mV             	3.18282 mA      	630.608 mV        	2.69609 mA   
124 	5.5e-09  	87724.19808 	466.826 mV             	3.18282 mA      	630.598 mV        	2.69613 mA   
177 	5.5e-09  	87713.65059 	466.826 mV             	3.18282 mA      	630.602 mV        	2.69611 mA   
48 	5.5e-09  	87730.04979 	466.826 mV             	3.18282 mA      	630.595 mV        	2.69614 mA   
1257 	5.5e-09  	87753.73757 	466.826 mV             	3.18282 mA      	630.585 mV        	2.69618 mA   
411 	5.5e-09  	87725.32046 	466.826 mV             	3.18282 mA      	630.597 mV        	2.69613 mA   
52 	5.5e-09  	87753.85371 	466.826 mV             	3.18282 mA      	630.585 mV        	2.69618 mA   
1776 	5.5e-09  	87798.0576 	466.826 mV             	3.18282 mA      	630.567 mV        	2.69625 mA   
1041 	5.5e-09  	87811.16493 	466.826 mV             	3.18282 mA      	630.561 mV        	2.69627 mA   
1225 	5.5e-09  	87768.01271 	466.826 mV             	3.18282 mA      	630.579 mV        	2.6962 mA   
572 	5.5e-09  	87789.82409 	466.826 mV             	3.18282 mA      	630.57 mV        	2.69623 mA   
521 	5.5e-09  	87835.67496 	466.826 mV             	3.18282 mA      	630.551 mV        	2.69631 mA   
1229 	5.5e-09  	87768.75371 	466.826 mV             	3.18282 mA      	630.579 mV        	2.6962 mA   
1287 	5.5e-09  	87819.11589 	466.826 mV             	3.18282 mA      	630.558 mV        	2.69628 mA   
880 	5.5e-09  	87872.35129 	466.826 mV             	3.18282 mA      	630.535 mV        	2.69636 mA   
529 	5.5e-09  	87877.95658 	466.826 mV             	3.18282 mA      	630.533 mV        	2.69637 mA   
1768 	5.5e-09  	87823.30577 	466.826 mV             	3.18282 mA      	630.556 mV        	2.69629 mA   
814 	5.5e-09  	87858.09539 	466.826 mV             	3.18282 mA      	630.541 mV        	2.69634 mA   
1730 	5.5e-09  	87908.61021 	466.826 mV             	3.18282 mA      	630.52 mV        	2.69642 mA   
691 	5.5e-09  	87885.84503 	466.826 mV             	3.18282 mA      	630.53 mV        	2.69638 mA   
915 	5.5e-09  	87856.95489 	466.826 mV             	3.18282 mA      	630.542 mV        	2.69634 mA   
182 	5.5e-09  	87960.14333 	466.826 mV             	3.18282 mA      	630.498 mV        	2.6965 mA   
1033 	5.5e-09  	87993.06588 	466.826 mV             	3.18282 mA      	630.484 mV        	2.69655 mA   
809 	5.5e-09  	87969.25871 	466.826 mV             	3.18282 mA      	630.494 mV        	2.69652 mA   
1463 	5.5e-09  	87895.7204 	466.826 mV             	3.18282 mA      	630.525 mV        	2.6964 mA   
95 	5.5e-09  	87967.79732 	466.826 mV             	3.18282 mA      	630.495 mV        	2.69651 mA   
294 	5.5e-09  	88042.33932 	466.826 mV             	3.18282 mA      	630.463 mV        	2.69663 mA   
1157 	5.5e-09  	87993.19894 	466.826 mV             	3.18282 mA      	630.484 mV        	2.69655 mA   
459 	5.5e-09  	88156.74454 	466.826 mV             	3.18282 mA      	630.415 mV        	2.69681 mA   
1843 	5.5e-09  	88122.00466 	466.826 mV             	3.18282 mA      	630.43 mV        	2.69676 mA   
1966 	5.5e-09  	88171.73382 	466.826 mV             	3.18282 mA      	630.409 mV        	2.69684 mA   
1854 	5.5e-09  	88176.43979 	466.826 mV             	3.18282 mA      	630.407 mV        	2.69684 mA   
1797 	5.5e-09  	88176.86022 	466.826 mV             	3.18282 mA      	630.407 mV        	2.69684 mA   
1733 	5.5e-09  	88211.52616 	466.826 mV             	3.18282 mA      	630.392 mV        	2.6969 mA   
276 	5.5e-09  	88216.06038 	466.826 mV             	3.18282 mA      	630.39 mV        	2.69691 mA   
1934 	5.5e-09  	88270.40805 	466.826 mV             	3.18282 mA      	630.367 mV        	2.69699 mA   
509 	5.5e-09  	88244.77773 	466.826 mV             	3.18282 mA      	630.378 mV        	2.69695 mA   
879 	5.5e-09  	88300.29357 	466.826 mV             	3.18282 mA      	630.355 mV        	2.69704 mA   
577 	5.5e-09  	88289.79438 	466.826 mV             	3.18282 mA      	630.359 mV        	2.69702 mA   
127 	5.5e-09  	88307.0295 	466.826 mV             	3.18282 mA      	630.352 mV        	2.69705 mA   
1962 	5.5e-09  	88282.8021 	466.826 mV             	3.18282 mA      	630.362 mV        	2.69701 mA   
1811 	5.5e-09  	88312.12883 	466.826 mV             	3.18282 mA      	630.35 mV        	2.69706 mA   
