num       tox                 	h0         	stress vth value	 stress ids value 	aged vth value 	   aged ids value 
1154 	5.5e-09  	88729.1245 	466.826 mV             	3.18282 mA      	630.175 mV        	2.69771 mA   
285 	5.5e-09  	88853.82648 	466.826 mV             	3.18282 mA      	630.123 mV        	2.6979 mA   
109 	5.5e-09  	88839.12799 	466.826 mV             	3.18282 mA      	630.129 mV        	2.69788 mA   
648 	5.5e-09  	88876.54619 	466.826 mV             	3.18282 mA      	630.113 mV        	2.69794 mA   
1482 	5.5e-09  	88899.60942 	466.826 mV             	3.18282 mA      	630.104 mV        	2.69797 mA   
279 	5.5e-09  	88945.8573 	466.826 mV             	3.18282 mA      	630.084 mV        	2.69805 mA   
1316 	5.5e-09  	88958.60458 	466.826 mV             	3.18282 mA      	630.079 mV        	2.69807 mA   
1298 	5.5e-09  	88933.17449 	466.826 mV             	3.18282 mA      	630.09 mV        	2.69803 mA   
824 	5.5e-09  	88888.72703 	466.826 mV             	3.18282 mA      	630.108 mV        	2.69796 mA   
333 	5.5e-09  	88907.19513 	466.826 mV             	3.18282 mA      	630.1 mV        	2.69799 mA   
1576 	5.5e-09  	88922.83643 	466.826 mV             	3.18282 mA      	630.094 mV        	2.69801 mA   
828 	5.5e-09  	88968.40292 	466.826 mV             	3.18282 mA      	630.075 mV        	2.69808 mA   
1051 	5.5e-09  	88995.33738 	466.826 mV             	3.18282 mA      	630.064 mV        	2.69812 mA   
1339 	5.5e-09  	89012.99253 	466.826 mV             	3.18282 mA      	630.056 mV        	2.69815 mA   
1944 	5.5e-09  	89002.30076 	466.826 mV             	3.18282 mA      	630.061 mV        	2.69813 mA   
652 	5.5e-09  	89001.94288 	466.826 mV             	3.18282 mA      	630.061 mV        	2.69813 mA   
1113 	5.5e-09  	89052.33977 	466.826 mV             	3.18282 mA      	630.04 mV        	2.69821 mA   
1562 	5.5e-09  	89059.54373 	466.826 mV             	3.18282 mA      	630.037 mV        	2.69822 mA   
1312 	5.5e-09  	89065.03898 	466.826 mV             	3.18282 mA      	630.035 mV        	2.69823 mA   
267 	5.5e-09  	89075.61878 	466.826 mV             	3.18282 mA      	630.03 mV        	2.69825 mA   
1172 	5.5e-09  	89098.19249 	466.826 mV             	3.18282 mA      	630.021 mV        	2.69828 mA   
796 	5.5e-09  	89103.69287 	466.826 mV             	3.18282 mA      	630.019 mV        	2.69829 mA   
135 	5.5e-09  	89099.10436 	466.826 mV             	3.18282 mA      	630.021 mV        	2.69828 mA   
789 	5.5e-09  	89109.22816 	466.826 mV             	3.18282 mA      	630.016 mV        	2.6983 mA   
634 	5.5e-09  	89111.09645 	466.826 mV             	3.18282 mA      	630.016 mV        	2.6983 mA   
1302 	5.5e-09  	89126.13523 	466.826 mV             	3.18282 mA      	630.009 mV        	2.69833 mA   
803 	5.5e-09  	89114.787 	466.826 mV             	3.18282 mA      	630.014 mV        	2.69831 mA   
249 	5.5e-09  	89141.16489 	466.826 mV             	3.18282 mA      	630.003 mV        	2.69835 mA   
1902 	5.5e-09  	89181.75209 	466.826 mV             	3.18282 mA      	629.986 mV        	2.69841 mA   
786 	5.5e-09  	89193.74291 	466.826 mV             	3.18282 mA      	629.981 mV        	2.69843 mA   
554 	5.5e-09  	89171.64378 	466.826 mV             	3.18282 mA      	629.99 mV        	2.6984 mA   
1508 	5.5e-09  	89202.54942 	466.826 mV             	3.18282 mA      	629.977 mV        	2.69844 mA   
1699 	5.5e-09  	89224.49696 	466.826 mV             	3.18282 mA      	629.968 mV        	2.69848 mA   
1948 	5.5e-09  	89237.21993 	466.826 mV             	3.18282 mA      	629.963 mV        	2.6985 mA   
865 	5.5e-09  	89219.47237 	466.826 mV             	3.18282 mA      	629.97 mV        	2.69847 mA   
473 	5.5e-09  	89263.06601 	466.826 mV             	3.18282 mA      	629.952 mV        	2.69854 mA   
926 	5.5e-09  	89269.17577 	466.826 mV             	3.18282 mA      	629.95 mV        	2.69855 mA   
477 	5.5e-09  	89144.90935 	466.826 mV             	3.18282 mA      	630.001 mV        	2.69836 mA   
1485 	5.5e-09  	89274.32635 	466.826 mV             	3.18282 mA      	629.948 mV        	2.69856 mA   
1985 	5.5e-09  	89288.69379 	466.826 mV             	3.18282 mA      	629.942 mV        	2.69858 mA   
262 	5.5e-09  	89319.14186 	466.826 mV             	3.18282 mA      	629.929 mV        	2.69862 mA   
1146 	5.5e-09  	89271.91353 	466.826 mV             	3.18282 mA      	629.949 mV        	2.69855 mA   
1989 	5.5e-09  	89332.09345 	466.826 mV             	3.18282 mA      	629.924 mV        	2.69864 mA   
1839 	5.5e-09  	89372.37875 	466.826 mV             	3.18282 mA      	629.907 mV        	2.69871 mA   
160 	5.5e-09  	89336.53402 	466.826 mV             	3.18282 mA      	629.922 mV        	2.69865 mA   
1804 	5.5e-09  	89375.76893 	466.826 mV             	3.18282 mA      	629.906 mV        	2.69871 mA   
308 	5.5e-09  	89337.65334 	466.826 mV             	3.18282 mA      	629.921 mV        	2.69865 mA   
1537 	5.5e-09  	89376.70053 	466.826 mV             	3.18282 mA      	629.905 mV        	2.69871 mA   
1382 	5.5e-09  	89398.53537 	466.826 mV             	3.18282 mA      	629.896 mV        	2.69875 mA   
408 	5.5e-09  	89484.27894 	466.826 mV             	3.18282 mA      	629.861 mV        	2.69888 mA   
1909 	5.5e-09  	89493.42347 	466.826 mV             	3.18282 mA      	629.857 mV        	2.69889 mA   
1566 	5.5e-09  	89435.71952 	466.826 mV             	3.18282 mA      	629.881 mV        	2.69881 mA   
771 	5.5e-09  	89517.44421 	466.826 mV             	3.18282 mA      	629.847 mV        	2.69893 mA   
1377 	5.5e-09  	89523.50432 	466.826 mV             	3.18282 mA      	629.844 mV        	2.69894 mA   
1542 	5.5e-09  	89542.64576 	466.826 mV             	3.18282 mA      	629.836 mV        	2.69897 mA   
760 	5.5e-09  	89536.23602 	466.826 mV             	3.18282 mA      	629.839 mV        	2.69896 mA   
963 	5.5e-09  	89550.07296 	466.826 mV             	3.18282 mA      	629.833 mV        	2.69898 mA   
1031 	5.5e-09  	89578.0356 	466.826 mV             	3.18282 mA      	629.822 mV        	2.69902 mA   
406 	5.5e-09  	89586.889 	466.826 mV             	3.18282 mA      	629.818 mV        	2.69904 mA   
1013 	5.5e-09  	89605.95257 	466.826 mV             	3.18282 mA      	629.81 mV        	2.69907 mA   
1103 	5.5e-09  	89610.91989 	466.826 mV             	3.18282 mA      	629.808 mV        	2.69908 mA   
351 	5.5e-09  	89566.51404 	466.826 mV             	3.18282 mA      	629.827 mV        	2.69901 mA   
1499 	5.5e-09  	89612.75164 	466.826 mV             	3.18282 mA      	629.807 mV        	2.69908 mA   
847 	5.5e-09  	89617.00141 	466.826 mV             	3.18282 mA      	629.806 mV        	2.69908 mA   
1441 	5.5e-09  	89623.39159 	466.826 mV             	3.18282 mA      	629.803 mV        	2.69909 mA   
696 	5.5e-09  	89630.2383 	466.826 mV             	3.18282 mA      	629.8 mV        	2.69911 mA   
1414 	5.5e-09  	89633.55914 	466.826 mV             	3.18282 mA      	629.799 mV        	2.69911 mA   
869 	5.5e-09  	89636.80924 	466.826 mV             	3.18282 mA      	629.797 mV        	2.69912 mA   
1663 	5.5e-09  	89649.35853 	466.826 mV             	3.18282 mA      	629.792 mV        	2.69913 mA   
1207 	5.5e-09  	89632.51185 	466.826 mV             	3.18282 mA      	629.799 mV        	2.69911 mA   
1535 	5.5e-09  	89698.9732 	466.826 mV             	3.18282 mA      	629.772 mV        	2.69921 mA   
1024 	5.5e-09  	89721.23412 	466.826 mV             	3.18282 mA      	629.763 mV        	2.69925 mA   
1856 	5.5e-09  	89720.70332 	466.826 mV             	3.18282 mA      	629.763 mV        	2.69924 mA   
953 	5.5e-09  	89673.54726 	466.826 mV             	3.18282 mA      	629.782 mV        	2.69917 mA   
99 	5.5e-09  	89734.40346 	466.826 mV             	3.18282 mA      	629.757 mV        	2.69927 mA   
1999 	5.5e-09  	89783.97509 	466.826 mV             	3.18282 mA      	629.737 mV        	2.69934 mA   
778 	5.5e-09  	89795.96182 	466.826 mV             	3.18282 mA      	629.732 mV        	2.69936 mA   
1601 	5.5e-09  	89800.93586 	466.826 mV             	3.18282 mA      	629.73 mV        	2.69937 mA   
500 	5.5e-09  	89802.84029 	466.826 mV             	3.18282 mA      	629.729 mV        	2.69937 mA   
344 	5.5e-09  	89891.04302 	466.826 mV             	3.18282 mA      	629.693 mV        	2.69951 mA   
908 	5.5e-09  	89930.82562 	466.826 mV             	3.18282 mA      	629.676 mV        	2.69957 mA   
299 	5.5e-09  	89937.43017 	466.826 mV             	3.18282 mA      	629.673 mV        	2.69958 mA   
782 	5.5e-09  	89980.43172 	466.826 mV             	3.18282 mA      	629.656 mV        	2.69964 mA   
388 	5.5e-09  	90002.60898 	466.826 mV             	3.18282 mA      	629.647 mV        	2.69968 mA   
415 	5.5e-09  	90017.31111 	466.826 mV             	3.18282 mA      	629.641 mV        	2.6997 mA   
596 	5.5e-09  	90020.16255 	466.826 mV             	3.18282 mA      	629.639 mV        	2.6997 mA   
257 	5.5e-09  	90021.09887 	466.826 mV             	3.18282 mA      	629.639 mV        	2.69971 mA   
1955 	5.5e-09  	90055.14481 	466.826 mV             	3.18282 mA      	629.625 mV        	2.69976 mA   
1293 	5.5e-09  	90039.88107 	466.826 mV             	3.18282 mA      	629.631 mV        	2.69973 mA   
1405 	5.5e-09  	90064.50735 	466.826 mV             	3.18282 mA      	629.621 mV        	2.69977 mA   
958 	5.5e-09  	90091.14189 	466.826 mV             	3.18282 mA      	629.61 mV        	2.69981 mA   
1906 	5.5e-09  	90087.71201 	466.826 mV             	3.18282 mA      	629.612 mV        	2.69981 mA   
434 	5.5e-09  	90079.19905 	466.826 mV             	3.18282 mA      	629.615 mV        	2.69979 mA   
1822 	5.5e-09  	90112.87577 	466.826 mV             	3.18282 mA      	629.601 mV        	2.69985 mA   
438 	5.5e-09  	90093.84053 	466.826 mV             	3.18282 mA      	629.609 mV        	2.69982 mA   
1709 	5.5e-09  	90178.03212 	466.826 mV             	3.18282 mA      	629.575 mV        	2.69995 mA   
1688 	5.5e-09  	90260.89016 	466.826 mV             	3.18282 mA      	629.541 mV        	2.70007 mA   
1920 	5.5e-09  	90144.41912 	466.826 mV             	3.18282 mA      	629.588 mV        	2.69989 mA   
1290 	5.5e-09  	90145.57072 	466.826 mV             	3.18282 mA      	629.588 mV        	2.6999 mA   
1723 	5.5e-09  	90273.54543 	466.826 mV             	3.18282 mA      	629.535 mV        	2.70009 mA   
50 	5.5e-09  	90267.93646 	466.826 mV             	3.18282 mA      	629.538 mV        	2.70008 mA   
222 	5.5e-09  	90294.47858 	466.826 mV             	3.18282 mA      	629.527 mV        	2.70012 mA   
1446 	5.5e-09  	90125.4586 	466.826 mV             	3.18282 mA      	629.596 mV        	2.69987 mA   
947 	5.5e-09  	90302.23377 	466.826 mV             	3.18282 mA      	629.524 mV        	2.70014 mA   
443 	5.5e-09  	90320.22553 	466.826 mV             	3.18282 mA      	629.516 mV        	2.70016 mA   
146 	5.5e-09  	90414.49202 	466.826 mV             	3.18282 mA      	629.478 mV        	2.70031 mA   
384 	5.5e-09  	90403.00518 	466.826 mV             	3.18282 mA      	629.482 mV        	2.70029 mA   
1401 	5.5e-09  	90390.19459 	466.826 mV             	3.18282 mA      	629.488 mV        	2.70027 mA   
894 	5.5e-09  	90414.6163 	466.826 mV             	3.18282 mA      	629.478 mV        	2.70031 mA   
889 	5.5e-09  	90433.07186 	466.826 mV             	3.18282 mA      	629.47 mV        	2.70034 mA   
23 	5.5e-09  	90443.74077 	466.826 mV             	3.18282 mA      	629.466 mV        	2.70035 mA   
1642 	5.5e-09  	90447.4784 	466.826 mV             	3.18282 mA      	629.464 mV        	2.70036 mA   
114 	5.5e-09  	90499.33206 	466.826 mV             	3.18282 mA      	629.443 mV        	2.70044 mA   
1706 	5.5e-09  	90501.42599 	466.826 mV             	3.18282 mA      	629.442 mV        	2.70044 mA   
1528 	5.5e-09  	90525.32968 	466.826 mV             	3.18282 mA      	629.432 mV        	2.70048 mA   
1645 	5.5e-09  	90538.36005 	466.826 mV             	3.18282 mA      	629.427 mV        	2.7005 mA   
609 	5.5e-09  	90618.0126 	466.826 mV             	3.18282 mA      	629.394 mV        	2.70062 mA   
1674 	5.5e-09  	90622.81593 	466.826 mV             	3.18282 mA      	629.392 mV        	2.70062 mA   
365 	5.5e-09  	90531.86734 	466.826 mV             	3.18282 mA      	629.43 mV        	2.70049 mA   
156 	5.5e-09  	90624.2428 	466.826 mV             	3.18282 mA      	629.392 mV        	2.70063 mA   
117 	5.5e-09  	90670.01814 	466.826 mV             	3.18282 mA      	629.373 mV        	2.7007 mA   
1056 	5.5e-09  	90632.75258 	466.826 mV             	3.18282 mA      	629.388 mV        	2.70064 mA   
1143 	5.5e-09  	90759.41249 	466.826 mV             	3.18282 mA      	629.337 mV        	2.70083 mA   
1815 	5.5e-09  	90755.29249 	466.826 mV             	3.18282 mA      	629.338 mV        	2.70082 mA   
1125 	5.5e-09  	90766.41822 	466.826 mV             	3.18282 mA      	629.334 mV        	2.70084 mA   
967 	5.5e-09  	90778.56991 	466.826 mV             	3.18282 mA      	629.329 mV        	2.70086 mA   
1307 	5.5e-09  	90826.38075 	466.826 mV             	3.18282 mA      	629.309 mV        	2.70093 mA   
768 	5.5e-09  	90844.39653 	466.826 mV             	3.18282 mA      	629.302 mV        	2.70096 mA   
5 	5.5e-09  	90917.04296 	466.826 mV             	3.18282 mA      	629.273 mV        	2.70107 mA   
1164 	5.5e-09  	90928.23273 	466.826 mV             	3.18282 mA      	629.268 mV        	2.70109 mA   
1578 	5.5e-09  	90945.87773 	466.826 mV             	3.18282 mA      	629.261 mV        	2.70111 mA   
660 	5.5e-09  	90942.32337 	466.826 mV             	3.18282 mA      	629.262 mV        	2.70111 mA   
522 	5.5e-09  	90970.65376 	466.826 mV             	3.18282 mA      	629.251 mV        	2.70115 mA   
992 	5.5e-09  	90944.09107 	466.826 mV             	3.18282 mA      	629.262 mV        	2.70111 mA   
544 	5.5e-09  	91053.62565 	466.826 mV             	3.18282 mA      	629.217 mV        	2.70128 mA   
683 	5.5e-09  	90863.97035 	466.826 mV             	3.18282 mA      	629.294 mV        	2.70099 mA   
853 	5.5e-09  	91124.01426 	466.826 mV             	3.18282 mA      	629.189 mV        	2.70138 mA   
217 	5.5e-09  	90713.69072 	466.826 mV             	3.18282 mA      	629.355 mV        	2.70076 mA   
978 	5.5e-09  	90664.9601 	466.826 mV             	3.18282 mA      	629.375 mV        	2.70069 mA   
1184 	5.5e-09  	90739.06957 	466.826 mV             	3.18282 mA      	629.345 mV        	2.7008 mA   
1428 	5.5e-09  	90685.98565 	466.826 mV             	3.18282 mA      	629.367 mV        	2.70072 mA   
1817 	5.5e-09  	90726.64743 	466.826 mV             	3.18282 mA      	629.35 mV        	2.70078 mA   
1100 	5.5e-09  	90960.44391 	466.826 mV             	3.18282 mA      	629.255 mV        	2.70114 mA   
47 	5.5e-09  	91142.65842 	466.826 mV             	3.18282 mA      	629.181 mV        	2.70141 mA   
310 	5.5e-09  	91135.35013 	466.826 mV             	3.18282 mA      	629.184 mV        	2.7014 mA   
25 	5.5e-09  	90935.10806 	466.826 mV             	3.18282 mA      	629.265 mV        	2.7011 mA   
394 	5.5e-09  	91188.78572 	466.826 mV             	3.18282 mA      	629.162 mV        	2.70148 mA   
30 	5.5e-09  	91060.30671 	466.826 mV             	3.18282 mA      	629.214 mV        	2.70129 mA   
163 	5.5e-09  	91231.51173 	466.826 mV             	3.18282 mA      	629.145 mV        	2.70154 mA   
89 	5.5e-09  	91239.96036 	466.826 mV             	3.18282 mA      	629.142 mV        	2.70156 mA   
181 	5.5e-09  	91244.38914 	466.826 mV             	3.18282 mA      	629.14 mV        	2.70156 mA   
362 	5.5e-09  	91259.23612 	466.826 mV             	3.18282 mA      	629.134 mV        	2.70159 mA   
981 	5.5e-09  	91273.01335 	466.826 mV             	3.18282 mA      	629.128 mV        	2.70161 mA   
701 	5.5e-09  	91285.12117 	466.826 mV             	3.18282 mA      	629.123 mV        	2.70163 mA   
731 	5.5e-09  	91301.45106 	466.826 mV             	3.18282 mA      	629.117 mV        	2.70165 mA   
534 	5.5e-09  	91301.57133 	466.826 mV             	3.18282 mA      	629.117 mV        	2.70165 mA   
1230 	5.5e-09  	91309.0077 	466.826 mV             	3.18282 mA      	629.114 mV        	2.70166 mA   
1042 	5.5e-09  	91330.85728 	466.826 mV             	3.18282 mA      	629.105 mV        	2.70169 mA   
1604 	5.5e-09  	91310.90563 	466.826 mV             	3.18282 mA      	629.113 mV        	2.70166 mA   
1167 	5.5e-09  	91336.75688 	466.826 mV             	3.18282 mA      	629.102 mV        	2.7017 mA   
1734 	5.5e-09  	91341.13017 	466.826 mV             	3.18282 mA      	629.101 mV        	2.70171 mA   
1248 	5.5e-09  	91402.84259 	466.826 mV             	3.18282 mA      	629.076 mV        	2.7018 mA   
1964 	5.5e-09  	91393.48012 	466.826 mV             	3.18282 mA      	629.079 mV        	2.70179 mA   
1761 	5.5e-09  	91305.07723 	466.826 mV             	3.18282 mA      	629.115 mV        	2.70166 mA   
170 	5.5e-09  	91451.74209 	466.826 mV             	3.18282 mA      	629.056 mV        	2.70188 mA   
1444 	5.5e-09  	91451.22147 	466.826 mV             	3.18282 mA      	629.056 mV        	2.70188 mA   
536 	5.5e-09  	91427.53354 	466.826 mV             	3.18282 mA      	629.066 mV        	2.70184 mA   
1038 	5.5e-09  	91415.43032 	466.826 mV             	3.18282 mA      	629.071 mV        	2.70182 mA   
568 	5.5e-09  	91462.82359 	466.826 mV             	3.18282 mA      	629.051 mV        	2.70189 mA   
1836 	5.5e-09  	91508.62289 	466.826 mV             	3.18282 mA      	629.033 mV        	2.70196 mA   
1753 	5.5e-09  	91490.25951 	466.826 mV             	3.18282 mA      	629.04 mV        	2.70193 mA   
1276 	5.5e-09  	91518.22585 	466.826 mV             	3.18282 mA      	629.029 mV        	2.70198 mA   
848 	5.5e-09  	91538.10272 	466.826 mV             	3.18282 mA      	629.021 mV        	2.70201 mA   
1659 	5.5e-09  	91539.29884 	466.826 mV             	3.18282 mA      	629.021 mV        	2.70201 mA   
395 	5.5e-09  	91584.72002 	466.826 mV             	3.18282 mA      	629.002 mV        	2.70208 mA   
614 	5.5e-09  	91564.13711 	466.826 mV             	3.18282 mA      	629.011 mV        	2.70204 mA   
1794 	5.5e-09  	91649.74246 	466.826 mV             	3.18282 mA      	628.976 mV        	2.70217 mA   
1203 	5.5e-09  	91625.29845 	466.826 mV             	3.18282 mA      	628.986 mV        	2.70214 mA   
1182 	5.5e-09  	91648.07362 	466.826 mV             	3.18282 mA      	628.977 mV        	2.70217 mA   
973 	5.5e-09  	91682.19717 	466.826 mV             	3.18282 mA      	628.963 mV        	2.70222 mA   
481 	5.5e-09  	91691.52117 	466.826 mV             	3.18282 mA      	628.959 mV        	2.70224 mA   
775 	5.5e-09  	91732.93739 	466.826 mV             	3.18282 mA      	628.943 mV        	2.7023 mA   
1780 	5.5e-09  	91766.40634 	466.826 mV             	3.18282 mA      	628.929 mV        	2.70235 mA   
1961 	5.5e-09  	91713.08018 	466.826 mV             	3.18282 mA      	628.951 mV        	2.70227 mA   
1695 	5.5e-09  	91693.02145 	466.826 mV             	3.18282 mA      	628.959 mV        	2.70224 mA   
178 	5.5e-09  	91805.69003 	466.826 mV             	3.18282 mA      	628.913 mV        	2.70241 mA   
525 	5.5e-09  	91877.33754 	466.826 mV             	3.18282 mA      	628.884 mV        	2.70251 mA   
1729 	5.5e-09  	91823.2879 	466.826 mV             	3.18282 mA      	628.906 mV        	2.70243 mA   
830 	5.5e-09  	91815.77842 	466.826 mV             	3.18282 mA      	628.909 mV        	2.70242 mA   
1059 	5.5e-09  	91885.93766 	466.826 mV             	3.18282 mA      	628.881 mV        	2.70253 mA   
1304 	5.5e-09  	91913.2637 	466.826 mV             	3.18282 mA      	628.87 mV        	2.70257 mA   
12 	5.5e-09  	91877.88378 	466.826 mV             	3.18282 mA      	628.884 mV        	2.70251 mA   
1938 	5.5e-09  	91989.88773 	466.826 mV             	3.18282 mA      	628.839 mV        	2.70268 mA   
236 	5.5e-09  	91832.58015 	466.826 mV             	3.18282 mA      	628.902 mV        	2.70245 mA   
369 	5.5e-09  	91916.49164 	466.826 mV             	3.18282 mA      	628.869 mV        	2.70257 mA   
1887 	5.5e-09  	91993.91697 	466.826 mV             	3.18282 mA      	628.838 mV        	2.70269 mA   
349 	5.5e-09  	92047.6005 	466.826 mV             	3.18282 mA      	628.816 mV        	2.70277 mA   
1416 	5.5e-09  	92061.26615 	466.826 mV             	3.18282 mA      	628.811 mV        	2.70279 mA   
1714 	5.5e-09  	92079.327 	466.826 mV             	3.18282 mA      	628.803 mV        	2.70281 mA   
1139 	5.5e-09  	92063.23629 	466.826 mV             	3.18282 mA      	628.81 mV        	2.70279 mA   
1556 	5.5e-09  	92004.53778 	466.826 mV             	3.18282 mA      	628.833 mV        	2.7027 mA   
128 	5.5e-09  	92082.25791 	466.826 mV             	3.18282 mA      	628.802 mV        	2.70282 mA   
1844 	5.5e-09  	92031.84491 	466.826 mV             	3.18282 mA      	628.822 mV        	2.70274 mA   
1080 	5.5e-09  	92136.67438 	466.826 mV             	3.18282 mA      	628.78 mV        	2.7029 mA   
110 	5.5e-09  	92148.52551 	466.826 mV             	3.18282 mA      	628.776 mV        	2.70292 mA   
695 	5.5e-09  	92111.51808 	466.826 mV             	3.18282 mA      	628.79 mV        	2.70286 mA   
1786 	5.5e-09  	92102.65077 	466.826 mV             	3.18282 mA      	628.794 mV        	2.70285 mA   
956 	5.5e-09  	92151.41129 	466.826 mV             	3.18282 mA      	628.775 mV        	2.70292 mA   
1189 	5.5e-09  	92160.33086 	466.826 mV             	3.18282 mA      	628.771 mV        	2.70294 mA   
193 	5.5e-09  	92230.17107 	466.826 mV             	3.18282 mA      	628.743 mV        	2.70304 mA   
749 	5.5e-09  	92173.79626 	466.826 mV             	3.18282 mA      	628.766 mV        	2.70296 mA   
919 	5.5e-09  	92166.83067 	466.826 mV             	3.18282 mA      	628.768 mV        	2.70295 mA   
39 	5.5e-09  	92256.74967 	466.826 mV             	3.18282 mA      	628.732 mV        	2.70308 mA   
1145 	5.5e-09  	92271.55934 	466.826 mV             	3.18282 mA      	628.726 mV        	2.7031 mA   
1654 	5.5e-09  	92281.47383 	466.826 mV             	3.18282 mA      	628.722 mV        	2.70312 mA   
1861 	5.5e-09  	92289.54027 	466.826 mV             	3.18282 mA      	628.719 mV        	2.70313 mA   
1789 	5.5e-09  	92298.16502 	466.826 mV             	3.18282 mA      	628.716 mV        	2.70314 mA   
619 	5.5e-09  	92302.09287 	466.826 mV             	3.18282 mA      	628.714 mV        	2.70315 mA   
92 	5.5e-09  	92303.58997 	466.826 mV             	3.18282 mA      	628.714 mV        	2.70315 mA   
1668 	5.5e-09  	92330.0009 	466.826 mV             	3.18282 mA      	628.703 mV        	2.70319 mA   
275 	5.5e-09  	92444.47362 	466.826 mV             	3.18282 mA      	628.657 mV        	2.70336 mA   
1739 	5.5e-09  	92406.41436 	466.826 mV             	3.18282 mA      	628.673 mV        	2.7033 mA   
1283 	5.5e-09  	92456.4787 	466.826 mV             	3.18282 mA      	628.653 mV        	2.70338 mA   
516 	5.5e-09  	92342.94762 	466.826 mV             	3.18282 mA      	628.698 mV        	2.70321 mA   
282 	5.5e-09  	92344.52445 	466.826 mV             	3.18282 mA      	628.697 mV        	2.70321 mA   
1269 	5.5e-09  	92345.40474 	466.826 mV             	3.18282 mA      	628.697 mV        	2.70321 mA   
495 	5.5e-09  	92352.66925 	466.826 mV             	3.18282 mA      	628.694 mV        	2.70322 mA   
937 	5.5e-09  	92486.30047 	466.826 mV             	3.18282 mA      	628.641 mV        	2.70342 mA   
1903 	5.5e-09  	92390.50507 	466.826 mV             	3.18282 mA      	628.679 mV        	2.70328 mA   
1045 	5.5e-09  	92463.57295 	466.826 mV             	3.18282 mA      	628.65 mV        	2.70339 mA   
1470 	5.5e-09  	92504.31878 	466.826 mV             	3.18282 mA      	628.634 mV        	2.70345 mA   
726 	5.5e-09  	92469.56799 	466.826 mV             	3.18282 mA      	628.647 mV        	2.70339 mA   
934 	5.5e-09  	92527.10561 	466.826 mV             	3.18282 mA      	628.624 mV        	2.70348 mA   
1939 	5.5e-09  	92599.12363 	466.826 mV             	3.18282 mA      	628.596 mV        	2.70359 mA   
1872 	5.5e-09  	92608.62531 	466.826 mV             	3.18282 mA      	628.592 mV        	2.7036 mA   
637 	5.5e-09  	92619.96935 	466.826 mV             	3.18282 mA      	628.587 mV        	2.70362 mA   
430 	5.5e-09  	92623.80744 	466.826 mV             	3.18282 mA      	628.586 mV        	2.70362 mA   
1219 	5.5e-09  	92623.64353 	466.826 mV             	3.18282 mA      	628.586 mV        	2.70362 mA   
383 	5.5e-09  	92658.19909 	466.826 mV             	3.18282 mA      	628.572 mV        	2.70367 mA   
1435 	5.5e-09  	92616.94996 	466.826 mV             	3.18282 mA      	628.589 mV        	2.70361 mA   
1318 	5.5e-09  	92726.3424 	466.826 mV             	3.18282 mA      	628.545 mV        	2.70377 mA   
1897 	5.5e-09  	92708.07999 	466.826 mV             	3.18282 mA      	628.552 mV        	2.70375 mA   
571 	5.5e-09  	92663.36681 	466.826 mV             	3.18282 mA      	628.57 mV        	2.70368 mA   
1360 	5.5e-09  	92704.94205 	466.826 mV             	3.18282 mA      	628.554 mV        	2.70374 mA   
887 	5.5e-09  	92760.43199 	466.826 mV             	3.18282 mA      	628.532 mV        	2.70382 mA   
488 	5.5e-09  	92766.65054 	466.826 mV             	3.18282 mA      	628.529 mV        	2.70383 mA   
211 	5.5e-09  	92723.61559 	466.826 mV             	3.18282 mA      	628.546 mV        	2.70377 mA   
1895 	5.5e-09  	92661.93857 	466.826 mV             	3.18282 mA      	628.571 mV        	2.70368 mA   
474 	5.5e-09  	92782.34361 	466.826 mV             	3.18282 mA      	628.523 mV        	2.70386 mA   
51 	5.5e-09  	92907.55481 	466.826 mV             	3.18282 mA      	628.473 mV        	2.70404 mA   
1565 	5.5e-09  	92934.43679 	466.826 mV             	3.18282 mA      	628.463 mV        	2.70408 mA   
795 	5.5e-09  	92990.39948 	466.826 mV             	3.18282 mA      	628.44 mV        	2.70416 mA   
1983 	5.5e-09  	92957.59103 	466.826 mV             	3.18282 mA      	628.453 mV        	2.70412 mA   
1703 	5.5e-09  	93017.85567 	466.826 mV             	3.18282 mA      	628.429 mV        	2.7042 mA   
1986 	5.5e-09  	93040.99607 	466.826 mV             	3.18282 mA      	628.42 mV        	2.70424 mA   
851 	5.5e-09  	93082.6805 	466.826 mV             	3.18282 mA      	628.404 mV        	2.7043 mA   
912 	5.5e-09  	93133.51318 	466.826 mV             	3.18282 mA      	628.384 mV        	2.70437 mA   
1927 	5.5e-09  	93132.98206 	466.826 mV             	3.18282 mA      	628.384 mV        	2.70437 mA   
1297 	5.5e-09  	93211.00828 	466.826 mV             	3.18282 mA      	628.353 mV        	2.70449 mA   
740 	5.5e-09  	93133.57768 	466.826 mV             	3.18282 mA      	628.384 mV        	2.70437 mA   
962 	5.5e-09  	93168.56919 	466.826 mV             	3.18282 mA      	628.37 mV        	2.70443 mA   
804 	5.5e-09  	93234.20889 	466.826 mV             	3.18282 mA      	628.344 mV        	2.70452 mA   
425 	5.5e-09  	93241.75516 	466.826 mV             	3.18282 mA      	628.341 mV        	2.70453 mA   
1079 	5.5e-09  	93246.85742 	466.826 mV             	3.18282 mA      	628.339 mV        	2.70454 mA   
899 	5.5e-09  	93041.77057 	466.826 mV             	3.18282 mA      	628.42 mV        	2.70424 mA   
1357 	5.5e-09  	93153.81096 	466.826 mV             	3.18282 mA      	628.376 mV        	2.7044 mA   
