num 	tox 	h0 	age_value 
1102 	5.5e-09 	98605.2617 	4.209323e-03 	
318 	5.5e-09 	98700.76292 	4.205250e-03 	
1268 	5.5e-09 	98733.54787 	4.203854e-03 	
1557 	5.5e-09 	98806.8261 	4.200736e-03 	
1061 	5.5e-09 	98702.33508 	4.205183e-03 	
375 	5.5e-09 	98813.96509 	4.200432e-03 	
622 	5.5e-09 	98794.11468 	4.201276e-03 	
705 	5.5e-09 	98784.17629 	4.201699e-03 	
1142 	5.5e-09 	99098.90181 	4.188355e-03 	
748 	5.5e-09 	99125.43503 	4.187234e-03 	
1391 	5.5e-09 	99127.19946 	4.187159e-03 	
965 	5.5e-09 	98846.75025 	4.199039e-03 	
1349 	5.5e-09 	99153.05671 	4.186067e-03 	
228 	5.5e-09 	99108.79306 	4.187937e-03 	
787 	5.5e-09 	99153.69785 	4.186040e-03 	
220 	5.5e-09 	99256.33435 	4.181712e-03 	
154 	5.5e-09 	99264.73161 	4.181358e-03 	
387 	5.5e-09 	99296.79295 	4.180008e-03 	
861 	5.5e-09 	99273.37702 	4.180994e-03 	
907 	5.5e-09 	99295.32069 	4.180070e-03 	
1809 	5.5e-09 	99312.32904 	4.179354e-03 	
895 	5.5e-09 	99321.30156 	4.178976e-03 	
1866 	5.5e-09 	99330.14053 	4.178604e-03 	
991 	5.5e-09 	99369.7364 	4.176939e-03 	
1383 	5.5e-09 	99447.96763 	4.173654e-03 	
1830 	5.5e-09 	99125.18877 	4.187244e-03 	
1956 	5.5e-09 	99492.93523 	4.171767e-03 	
1591 	5.5e-09 	99621.62911 	4.166378e-03 	
1662 	5.5e-09 	99638.30992 	4.165681e-03 	
1191 	5.5e-09 	99606.1984 	4.167024e-03 	
1000 	5.5e-09 	99674.04485 	4.164187e-03 	
948 	5.5e-09 	99677.49343 	4.164043e-03 	
444 	5.5e-09 	99743.15064 	4.161302e-03 	
241 	5.5e-09 	99651.19047 	4.165142e-03 	
1869 	5.5e-09 	99782.53603 	4.159659e-03 	
850 	5.5e-09 	99761.52693 	4.160535e-03 	
551 	5.5e-09 	99846.21374 	4.157007e-03 	
825 	5.5e-09 	99849.82612 	4.156856e-03 	
1053 	5.5e-09 	99885.52087 	4.155371e-03 	
1852 	5.5e-09 	99853.21199 	4.156715e-03 	
